timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-03T21:07:28,RF_Optimized_Inference,e2661d02-bca8-4107-b91c-c1dffaf949f9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.99849789997097,0.003303267702055659,7.682286273674433e-05,390.0,0.0,10.0,0.004658159750835815,0.0,0.00011941495083317731,0.004777574701668992,0.0,Bangladesh,BGD,,,,Windows-11-10.0.22631-SP0,3.14.2,3.2.1,12,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,,,90.3742,23.7018,7.828723907470703,machine,14.595238095238095,0,70.77380952380952,5.540414083571661,N,1.0,0.0
